sheet_row,sku,product_type,product_subtype,product_name,body_material_primary,finish_name,colour_family,mount_type,parts_list,cable_type,cable_material,img_url
242,PHTT1PWRGG,Lighting Accessory,Pendant Lamp Holder,,Metal,Golds,Golds,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2427.jpg
243,PHTT1PWRGY,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Gray,Grey,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2426.jpg
244,PHTT1PWRBL,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Blue,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2425.jpg
245,PHTT1PWROR,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Orange,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2424.jpg
246,PHTT1PBR5BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2341.jpg
247,PHTT1PWR5WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2340.jpg
248,PHTT1PBRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1588.jpg
249,PHTT1PBRBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1364.jpg
250,PHTT1PBRBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1355.jpg
251,PHTT1PBRRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1354.jpg
252,PHTT1PGRGB,Lighting Accessory,Pendant Lamp Holder,E27 Green BrassPendant Lamp Holder with 1m Round Braided Cable,Metal,Brass,Green Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/826.jpg
253,PHTT1PBRCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 1m Round Cable,Metal,Brass,Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/825.jpg
254,PHTT1RORRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,Fabric,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/824.jpg
255,PHTT1PGRYB,Lighting Accessory,Pendant Lamp Holder,E27 Yellow Brass Pendant Lamp Holder with 1m Twisted Cable,Metal,Brass,Yellow Brass,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/821.jpg
256,PHFMTT15BRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/33002.jpg
257,PHTT1PWR105GG,Lighting Accessory,Pendant Lamp Holder,,Metal,Gold,Gold,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1571.jpg
258,PHTT1PWR105BL,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Blue,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1570.jpg
259,PHTT1PWR105GR,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Green,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1569.jpg
260,PHTT1PWR105YE,Lighting Accessory,Pendant Lamp Holder,,Metal,Glossy painted,Yellow,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1568.jpg
261,PHTT1PWR105RE,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss Plastic Finish,Silicone Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1655.jpg
262,PHTT1PBR105BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2371.jpg
263,PHTT1PWR105WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2370.jpg
264,PHTT1PBR5BM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2341.jpg
265,PHTT1PWR5WH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2340.jpg
266,PHTT1PCRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/774.jpg
267,PHTT1PWRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/773.jpg
268,PHTT2PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/772.jpg
269,PHTT1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/771.jpg
270,PHRB1PWR50WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/3363.jpg
271,PHRB1PWR40WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2677.jpg
272,PHRB1PBR25BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2516.jpg
273,PHRB1PBR5BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2515.jpg
274,PHRB1PWR5WH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2467.jpg
275,PHRB1PBR55BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2465.jpg
276,PHRB1PBR50BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2464.jpg
277,PHRB1PBR45BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2463.jpg
278,PHRB1PBR40BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2462.jpg
279,PHRB1PBR35BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2461.jpg
280,PHRB1PBR30BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2460.jpg
281,PHRB1PBR10BM,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2456.jpg
282,PHRB1PBRWH,Lighting Accessory,Pendant Lamp Holder,,PVC,Painetd White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2416.jpg
283,PHRB1PBRPB,Lighting Accessory,Pendant Lamp Holder,,PVC,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1432.jpg
284,PHRB1PWRPW,Lighting Accessory,Pendant Lamp Holder,,PVC,White,White,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1431.jpg
285,PHHRE2HETHE,Lighting Accessory,Pendant Lamp Holder,,Hemp,Woven,Browns,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/35042.jpg
286,PHHRE1HETHE,Lighting Accessory,Pendant Lamp Holder,,Hemp,Woven,Browns,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/35041.jpg
287,PHNW2RBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2481.jpg
288,PHNW1RRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1937.jpg
289,PHNW1RBS,Lighting Accessory,Pendant Lamp Holder,,Metal,Brushed Silver,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1936.jpg
290,PHNW1RBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1887.jpg
291,PHNW1RBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1886.jpg
292,PHNW2RRR,Lighting Accessory,Pendant Lamp Holder,,Metal,Rustic Red,Red,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1761.jpg
293,PHNW2RBC,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Brushed Copper,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1760.jpg
294,PHNW2RBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1759.jpg
295,PHUM1PCRCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/1945.jpg
296,PHCGF1BMRBM,Lighting Accessory,Pendant Lamp Holder,Adjustable Vintage Farmhouse Lamp,Metal,Matte Black,Black,Pendant,"Lamp Holder, Shade Ring, Lock Nut, Cable",Round,PVC,https://dashboard.digitweblk.com/Productimages/23679.jpeg
298,PHSG1120PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/39569.jpg
299,PHFSH1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37505.jpg
300,PHFSH1PBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/37505.jpg
301,PHSH1FBRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/35633.jpg
302,PHSHF2PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4884.jpg
303,PHSHF1PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4883.jpg
304,PHSHF1PBRCO,Lighting Accessory,Pendant Lamp Holder,E27 Copper Pendant Lamp Holder with 2m PVC Cable and Black Ceiling Rose,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4882.jpg
305,PHSHF2PBRCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4743.jpg
306,PHSG1PBRCCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/35597.jpg
307,PHSG2PBRCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4881.jpg
308,PHSG2PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4880.jpg
309,PHSG1PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4879.jpg
310,PHSG1PBRCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/4742.jpg
311,PHSF1PBRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,PVC,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2580.jpg
312,PHSF2BWTWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2420.jpg
313,PHSF1BWTWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2419.jpg
314,PHSF2BWRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2418.jpg
315,PHSF1BWRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2417.jpg
316,PHSF2BMTBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2394.jpg
317,PHSF2GYTWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2393.jpg
318,PHSF2GDTYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2392.jpg
319,PHSF2GDTFG,Lighting Accessory,Pendant Lamp Holder,,Metal,French Gold (Rose Gold Tone),French Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2391.jpg
320,PHSF2ROTRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2390.jpg
321,PHSF2BWTSN,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Satinnickle,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2389.jpg
322,PHSF2GYTCH,Lighting Accessory,Pendant Lamp Holder,E27 Chrome Pendant Lamp Holder with 1m Braided Cable,Metal,Polished Chrome,Silver,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2387.jpg
323,PHSF2BRTCO,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Copper,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2386.jpg
324,PHSF2BMTBY,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss,Blacks,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2385.jpg
325,PHSF2BMTYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Twisted,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2384.jpg
326,PHSF2GYRWH,Lighting Accessory,Pendant Lamp Holder,,Metal,Painetd White,White,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2383.jpg
327,PHSF2BWRSN,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Satinnickle,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2382.jpg
328,PHSF2BMRBM,Lighting Accessory,Pendant Lamp Holder,,Metal,Matte Black,Black,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2381.jpg
329,PHSF2BMRBY,Lighting Accessory,Pendant Lamp Holder,,Metal,Gloss,Blacks,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2380.jpg
330,PHSF2GDRYB,Lighting Accessory,Pendant Lamp Holder,,Metal,Brass,Yellow Brass,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2379.jpg
331,PHSF2RORRO,Lighting Accessory,Pendant Lamp Holder,,Metal,Rose Gold,Rose Gold,Ceiling Pendant,"Lamp Holder, Cable, Ceiling Rose, Mounting Bracket",Round,Fabric Braided,https://sin1.contabostorage.com/4ad62276cb6d4a83bfb1b8a91b839703:newom/newom/newom/img/product_images/2378.jpg
